Antibiótico,Microrganismo,sítio,Ano,periodo,n_amostra,n_sensivel,Sensibilidade
Ceftazidima,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Ceftriaxona,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Ciprofloxacina,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Ertapenem,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Gentamicina,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Imipenem,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Levofloxacim,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Meropenem,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Piperacilina/Tozobactan,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Smx-Tmp,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Tobramicina,Proteus Mirabilis,Fragmento Não Osseo,2023,2º sem. de 2023,16,14,88.0
Amicacina,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Aztreonam,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Cefepime,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Gentamicina,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Imipenem,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Meropenem,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Tobramicina,Pseudomonas Aeruginosa,Secreção,2023,2º sem. de 2023,11,11,100.0
Amicacina,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ampicilina,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Aztreonam,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Cefepime,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Cefotaxima,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ceftazidima,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ceftriaxona,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ciprofloxacina,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ertapenem,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Gentamicina,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Imipenem,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Meropenem,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Piperacilina/Tozobactan,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Smx-Tmp,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Tobramicina,Escherichia Coli Esbl,Secreção Traqueal,2023,2º sem. de 2023,15,7,47.0
Ampicilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Ciprofloxacina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,2º sem. de 2023,15,12,80.0
Amicacina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Ampicilina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Aztreonam,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Cefepime,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Cefotaxima,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Ceftazidima,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Ceftriaxona,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Ciprofloxacina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Ertapenem,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Gentamicina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Imipenem,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Levofloxacim,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Meropenem,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Piperacilina/Tozobactan,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Smx-Tmp,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Tigeciclina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Tobramicina,Klebsiella  Aerogenes,Vigilancia,2023,2º sem. de 2023,17,2,12.0
Amicacina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Ampicilina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Aztreonam,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Cefepime,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Cefotaxima,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Ceftazidima,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Ceftriaxona,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Ciprofloxacina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Gentamicina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Imipenem,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Levofloxacim,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Meropenem,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Piperacilina/Tozobactan,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Smx-Tmp,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Tigeciclina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Tobramicina,Klebsiella Pneumoniae,Diversos,2023,2º sem. de 2023,16,2,12.0
Amicacina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Amoxicilina/Ac. Clavulânico,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Ampicilina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Aztreonam,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Cefadroxil,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Cefepime,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Cefotaxima,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Ceftazidima,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Ceftriaxona,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Ciprofloxacina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Ertapenem,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Gentamicina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Imipenem,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Levofloxacim,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Meropenem,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Piperacilina/Tozobactan,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Smx-Tmp,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Tigeciclina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Tobramicina,Escherichia Coli,Hemocultura,2023,2º sem. de 2023,19,7,37.0
Amicacina,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Cefepime,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Cefotaxima,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Ceftazidima,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Ceftriaxona,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Ciprofloxacina,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Gentamicina,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Imipenem,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Levofloxacim,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Meropenem,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Minociclina,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Smx-Tmp,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Tobramicina,Acinetobacter Spp,Vigilancia,2023,1º sem. de 2023,13,1,8.0
Amicacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Aztreonam,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Cefepime,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Ceftazidima,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Ceftazidime/Avbactam,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Ciprofloxacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Gentamicina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Imipenem,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Levofloxacim,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Meropenem,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Tobramicina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,12,12,100.0
Amicacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Aztreonam,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Cefepime,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Ceftazidima,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Ceftazidime/Avbactam,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Ciprofloxacina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Gentamicina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Imipenem,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Levofloxacim,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Piperacilina/Tozobactan,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Tobramicina,Pseudomonas Aeruginosa,Hemocultura,2023,1º sem. de 2023,11,11,100.0
Ampicilina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Cefadroxil,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ceftaroline,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ciprofloxacina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Clindamicina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Eritromicina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Linezolida,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Oxacilina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Penicilina ,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Rifampicina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Smx-Tmp,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Teicoplanina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tetraciclinas,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Tobramicina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Vancomicina,Staphylococcus Epidermidis ,Hemocultura,2023,1º sem. de 2023,15,6,40.0
Ampicilina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ciprofloxacina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Fosfomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Gentamicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Levofloxacim,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Linezolida,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Nitrofurantoina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Penicilina ,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Tetraciclinas,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Vancomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ampicilina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ciprofloxacina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Fosfomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Gentamicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Levofloxacim,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Linezolida,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Nitrofurantoina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Penicilina ,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Tetraciclinas,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Vancomicina,Enterococcus Spp,Urocultura,2023,1º sem. de 2023,10,9,90.0
Ampicilina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Cefadroxil,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Ceftaroline,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Ciprofloxacina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Clindamicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Eritromicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Linezolida,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Oxacilina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Penicilina ,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Rifampicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Smx-Tmp,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Teicoplanina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Tetraciclinas,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Tobramicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Ampicilina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Cefadroxil,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Ceftaroline,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Ciprofloxacina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Clindamicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Eritromicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Linezolida,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Oxacilina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Penicilina ,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Rifampicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Smx-Tmp,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Teicoplanina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Tetraciclinas,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Tobramicina,Staphylococcus Capitis,Hemocultura,2023,1º sem. de 2023,14,7,50.0
Amicacina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Cefadroxil,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Cefazolina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Ceftaroline,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Clindamicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Eritromicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Linezolida,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Oxacilina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Penicilina ,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Rifampicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Smx-Tmp,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Teicoplanina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tetraciclinas,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Tobramicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Vancomicina,Staphylococcus Coag Neg,Hemocultura,2023,1º sem. de 2023,15,13,87.0
Amicacina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ampicilina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Aztreonam,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Cefepime,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Cefotaxima,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftazidima,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftazidime/Avbactam,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ceftriaxona,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ciprofloxacina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ertapenem,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Gentamicina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Imipenem,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Levofloxacim,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Meropenem,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Piperacilina/Tozobactan,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Smx-Tmp,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Tigeciclina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Tobramicina,Klebsiella Spp,Vigilancia,2023,1º sem. de 2023,18,2,11.0
Ampicilina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Cefadroxil,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ceftaroline,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Ciprofloxacina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Clindamicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Eritromicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Linezolida,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Oxacilina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Penicilina ,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Rifampicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Smx-Tmp,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Teicoplanina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tetraciclinas,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Tobramicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Vancomicina,Staphylococcus Epidermidis ,Hemocultura,2023,2º sem. de 2023,15,8,53.0
Amicacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Aztreonam,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Cefepime,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Ceftazidima,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Ciprofloxacina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Imipenem,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Levofloxacim,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Linezolida,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Minociclina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Polimixina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Rifampicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Vancomicina,Pseudomonas Aeruginosa,Secreção Traqueal,2023,1º sem. de 2023,12,1,8.0
Ampicilina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Cefadroxil,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Cefazolina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Ceftaroline,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Ciprofloxacina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Clindamicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Estreptomicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Meropenem,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Penicilina ,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Piperacilina/Tozobactan,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Teicoplanina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Tetraciclinas,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Tigeciclina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Vancomicina,Staphylococcus Aureus,Hemocultura,2023,1º sem. de 2023,14,11,79.0
Amicacina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Ampicilina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Aztreonam,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Cefepime,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Cefotaxima,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Ceftazidima,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Ceftriaxona,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
Ciprofloxacina,Klebsiella Spp,Secreção Traqueal,2023,2º sem. de 2023,17,16,94.0
